"stop_id","pid","race"
"2747","1","White"
"2748","1","Black/African American"
"2749","1","Pacific Islander"
"2750","1","Black/African American"
"2751","1","Hispanic/Latino/a"
"2752","1","Hispanic/Latino/a"
"2753","1","Black/African American"
"2754","1","Hispanic/Latino/a"
"2755","1","Hispanic/Latino/a"
"2756","1","White"
"2757","1","Hispanic/Latino/a"
"2758","1","White"
"2759","1","White"
"2760","1","White"
"2761","1","Hispanic/Latino/a"
"2762","1","White"
"2763","1","Hispanic/Latino/a"
"2764","1","Black/African American"
"2764","2","Black/African American"
"2764","3","Black/African American"
"2765","1","Black/African American"
"2766","1","Hispanic/Latino/a"
"2767","1","Hispanic/Latino/a"
"2768","1","White"
"2769","1","White"
"2770","1","Asian"
"2771","1","Hispanic/Latino/a"
"2772","1","White"
"2773","1","White"
"2774","1","White"
"2775","1","Middle Eastern or South Asian"
"2776","1","White"
"2777","1","Hispanic/Latino/a"
"2778","1","Hispanic/Latino/a"
"2779","1","White"
"2780","1","Middle Eastern or South Asian"
"2781","1","White"
"2782","1","Hispanic/Latino/a"
"2783","1","Hispanic/Latino/a"
"2784","1","Black/African American"
"2785","1","White"
"2786","1","White"
"2787","1","White"
"2788","1","Black/African American"
"2789","1","Hispanic/Latino/a"
"2790","1","Hispanic/Latino/a"
"2791","1","White"
"2792","1","White"
"2792","2","Asian"
"2793","1","Hispanic/Latino/a"
"2794","1","Hispanic/Latino/a"
"2795","1","White"
"2796","1","White"
"2797","1","White"
"2798","1","White"
"2799","1","Hispanic/Latino/a"
"2800","1","White"
"2801","1","White"
"2802","1","White"
"2803","1","Hispanic/Latino/a"
"2804","1","Hispanic/Latino/a"
"2805","1","Hispanic/Latino/a"
"2806","1","Hispanic/Latino/a"
"2807","1","Black/African American"
"2808","1","Asian"
"2809","1","Black/African American"
"2810","1","White"
"2811","1","Black/African American"
"2811","2","White"
"2812","1","Hispanic/Latino/a"
"2813","1","Hispanic/Latino/a"
"2814","1","Black/African American"
"2815","1","White"
"2816","1","White"
"2817","1","White"
"2818","1","White"
"2819","1","Hispanic/Latino/a"
"2820","1","White"
"2821","1","Hispanic/Latino/a"
"2822","1","White"
"2823","1","Middle Eastern or South Asian"
"2824","1","White"
"2825","1","White"
"2826","1","White"
"2827","1","White"
"2828","1","White"
"2829","1","White"
"2830","1","White"
"2831","1","White"
"2832","1","White"
"2833","1","Hispanic/Latino/a"
"2834","1","Black/African American"
"2835","1","Hispanic/Latino/a"
"2836","1","Black/African American"
"2837","1","Middle Eastern or South Asian"
"2838","1","Middle Eastern or South Asian"
"2839","1","Hispanic/Latino/a"
"2840","1","White"
"2841","1","White"
"2842","1","Hispanic/Latino/a"
"2843","1","White"
"2844","1","Black/African American"
"2845","1","White"
"2846","1","White"
"2847","1","Asian"
"2848","1","Asian"
"2849","1","Asian"
"2850","1","White"
"2851","1","White"
"2852","1","White"
"2853","1","White"
"2854","1","Hispanic/Latino/a"
"2855","1","White"
"2856","1","White"
"2857","1","Black/African American"
"2858","1","Pacific Islander"
"2859","1","White"
"2860","1","White"
"2861","1","White"
"2862","1","White"
"2863","1","White"
"2864","1","Middle Eastern or South Asian"
"2865","1","White"
"2866","1","Middle Eastern or South Asian"
"2867","1","White"
"2868","1","Hispanic/Latino/a"
"2869","1","White"
"2870","1","White"
"2871","1","Asian"
"2872","1","White"
"2873","1","White"
"2874","1","White"
"2875","1","White"
"2876","1","White"
"2877","1","Hispanic/Latino/a"
"2878","1","White"
"2879","1","Hispanic/Latino/a"
"2880","1","Hispanic/Latino/a"
"2881","1","White"
"2882","1","White"
"2883","1","White"
"2884","1","White"
"2885","1","White"
"2886","1","Asian"
"2887","1","White"
"2888","1","Hispanic/Latino/a"
"2889","1","Hispanic/Latino/a"
"2890","1","White"
"2891","1","White"
"2892","1","Pacific Islander"
"2893","1","White"
"2894","1","White"
"2895","1","White"
"2896","1","White"
"2897","1","White"
"2898","1","White"
"2899","1","White"
"2900","1","White"
"2900","2","Black/African American"
"2901","1","Hispanic/Latino/a"
"2902","1","Middle Eastern or South Asian"
"2903","1","White"
"2904","1","White"
"2905","1","White"
"2906","1","Black/African American"
"2907","1","White"
"2908","1","White"
"2909","1","White"
"2910","1","Hispanic/Latino/a"
"2911","1","White"
"2912","1","Hispanic/Latino/a"
"2913","1","White"
"2914","1","White"
"2915","1","Hispanic/Latino/a"
"2916","1","Hispanic/Latino/a"
"2917","1","White"
"2918","1","Black/African American"
"2919","1","Hispanic/Latino/a"
"2920","1","Hispanic/Latino/a"
"2921","1","White"
"2922","1","Asian"
"2923","1","White"
"2924","1","Black/African American"
"2925","1","White"
"2926","1","White"
"2927","1","White"
"2927","2","White"
"2928","1","White"
"2928","2","Hispanic/Latino/a"
"2929","1","Hispanic/Latino/a"
"2930","1","Middle Eastern or South Asian"
"2931","1","Hispanic/Latino/a"
"2932","1","White"
"2933","1","White"
"2934","1","White"
"2935","1","White"
"2936","1","Hispanic/Latino/a"
"2937","1","Asian"
"2937","1","Hispanic/Latino/a"
"2937","2","Asian"
"2937","2","Hispanic/Latino/a"
"2937","3","Hispanic/Latino/a"
"2938","1","Hispanic/Latino/a"
"2939","1","Asian"
"2940","1","Hispanic/Latino/a"
"2941","1","Hispanic/Latino/a"
"2942","1","White"
"2943","1","Hispanic/Latino/a"
"2944","1","Pacific Islander"
"2945","1","White"
"2946","1","Black/African American"
"2947","1","Black/African American"
"2948","1","White"
"2949","1","White"
"2950","1","Hispanic/Latino/a"
"2951","1","White"
"2952","1","White"
"2953","1","Black/African American"
"2954","1","Asian"
"2955","1","Hispanic/Latino/a"
"2956","1","White"
"2957","1","White"
"2958","1","White"
"2959","1","Hispanic/Latino/a"
"2960","1","White"
"2961","1","White"
"2961","2","White"
"2962","1","Hispanic/Latino/a"
"2963","1","Black/African American"
"2964","1","Black/African American"
"2965","1","Hispanic/Latino/a"
"2966","1","White"
"2967","1","White"
"2968","1","White"
"2969","1","Hispanic/Latino/a"
"2970","1","White"
"2971","1","White"
"2972","1","Asian"
"2973","1","Hispanic/Latino/a"
"2974","1","Hispanic/Latino/a"
"2975","1","Middle Eastern or South Asian"
"2976","1","Hispanic/Latino/a"
"2977","1","White"
"2978","1","White"
"2979","1","White"
"2980","1","Hispanic/Latino/a"
"2981","1","Black/African American"
"2982","1","Hispanic/Latino/a"
"2983","1","White"
"2984","1","White"
"2985","1","White"
"2986","1","White"
"2987","1","White"
"2988","1","White"
"2989","1","White"
"2990","1","White"
"2991","1","Hispanic/Latino/a"
"2992","1","Hispanic/Latino/a"
"2993","1","Hispanic/Latino/a"
"2994","1","White"
"2995","1","Hispanic/Latino/a"
"2996","1","Hispanic/Latino/a"
"2997","1","White"
"2998","1","White"
"2999","1","Hispanic/Latino/a"
"3000","1","Hispanic/Latino/a"
"3001","1","White"
"3002","1","Black/African American"
"3003","1","White"
"3004","1","Hispanic/Latino/a"
"3005","1","White"
"3006","1","White"
"3007","1","Hispanic/Latino/a"
"3008","1","Hispanic/Latino/a"
"3009","1","Black/African American"
"3010","1","White"
"3011","1","Hispanic/Latino/a"
"3011","2","Hispanic/Latino/a"
"3012","1","Hispanic/Latino/a"
"3012","1","White"
"3013","1","Middle Eastern or South Asian"
"3014","1","Hispanic/Latino/a"
"3014","2","Asian"
"3015","1","Asian"
"3016","1","White"
"3017","1","White"
"3017","2","White"
"3017","3","White"
"3018","1","Black/African American"
"3019","1","White"
"3020","1","Black/African American"
"3021","1","Black/African American"
"3022","1","White"
"3023","1","White"
"3024","1","White"
"3025","1","White"
"3026","1","Hispanic/Latino/a"
"3027","1","Hispanic/Latino/a"
"3028","1","Hispanic/Latino/a"
"3028","2","Hispanic/Latino/a"
"3029","1","Black/African American"
"3030","1","White"
"3031","1","Hispanic/Latino/a"
"3032","1","White"
"3033","1","Hispanic/Latino/a"
"3034","1","Asian"
"3034","2","Hispanic/Latino/a"
"3035","1","Asian"
"3036","1","White"
"3037","1","White"
"3038","1","White"
"3038","2","White"
"3038","3","White"
"3039","1","Asian"
"3039","1","Pacific Islander"
"3039","1","Native American"
"3039","1","Black/African American"
"3039","1","Middle Eastern or South Asian"
"3039","1","Hispanic/Latino/a"
"3040","1","Hispanic/Latino/a"
"3040","2","Hispanic/Latino/a"
"3041","1","Black/African American"
"3041","2","Black/African American"
"3042","1","White"
"3042","2","White"
"3042","3","White"
"3043","1","Black/African American"
"3044","1","Hispanic/Latino/a"
"3044","2","White"
"3045","1","White"
"3046","1","Hispanic/Latino/a"
"3046","2","Hispanic/Latino/a"
"3047","1","Hispanic/Latino/a"
"3048","1","White"
"3049","1","White"
"3049","2","White"
"3050","1","Native American"
"3051","1","Hispanic/Latino/a"
"3052","1","Hispanic/Latino/a"
"3053","1","White"
"3053","2","White"
"3054","1","White"
"3055","1","White"
"3056","1","White"
"3057","1","Hispanic/Latino/a"
"3058","1","Hispanic/Latino/a"
"3059","1","White"
"3060","1","Black/African American"
"3061","1","Hispanic/Latino/a"
"3062","1","Hispanic/Latino/a"
"3063","1","White"
"3064","1","White"
"3065","1","Black/African American"
"3066","1","Black/African American"
"3067","1","Black/African American"
"3068","1","Native American"
"3069","1","White"
"3070","1","White"
"3071","1","Black/African American"
"3072","1","Hispanic/Latino/a"
"3073","1","White"
"3074","1","Hispanic/Latino/a"
"3075","1","White"
"3076","1","White"
"3077","1","White"
"3078","1","White"
"3079","1","Black/African American"
"3080","1","Hispanic/Latino/a"
"3081","1","Hispanic/Latino/a"
"3082","1","Hispanic/Latino/a"
"3083","1","White"
"3083","2","White"
"3083","3","Hispanic/Latino/a"
"3084","1","White"
"3085","1","White"
"3086","1","White"
"3087","1","Black/African American"
"3088","1","Black/African American"
"3089","1","White"
"3090","1","White"
"3090","2","Hispanic/Latino/a"
"3091","1","Asian"
"3092","1","Hispanic/Latino/a"
"3092","2","Hispanic/Latino/a"
"3092","3","Hispanic/Latino/a"
"3093","1","White"
"3094","1","White"
"3095","1","Asian"
"3096","1","Hispanic/Latino/a"
"3097","1","White"
"3098","1","White"
"3098","2","White"
"3098","3","White"
"3099","1","Hispanic/Latino/a"
"3100","1","White"
"3101","1","Black/African American"
"3102","1","Black/African American"
"3103","1","Hispanic/Latino/a"
"3104","1","White"
"3105","1","Hispanic/Latino/a"
"3106","1","Hispanic/Latino/a"
"3107","1","White"
"3108","1","Black/African American"
"3108","2","White"
"3109","1","Black/African American"
"3110","1","White"
"3111","1","White"
"3112","1","White"
"3113","1","White"
"3114","1","Hispanic/Latino/a"
"3115","1","Black/African American"
"3116","1","White"
"3117","1","White"
"3118","1","Black/African American"
"3119","1","Hispanic/Latino/a"
"3120","1","Hispanic/Latino/a"
"3120","2","Hispanic/Latino/a"
"3121","1","Hispanic/Latino/a"
"3122","1","White"
"3123","1","Black/African American"
"3124","1","White"
"3124","2","White"
"3125","1","White"
"3126","1","White"
"3127","1","White"
"3128","1","White"
"3129","1","White"
"3130","1","Black/African American"
"3131","1","Hispanic/Latino/a"
"3132","1","White"
"3133","1","Hispanic/Latino/a"
"3134","1","Black/African American"
"3135","1","White"
"3136","1","White"
"3137","1","Hispanic/Latino/a"
"3138","1","Native American"
"3139","1","Black/African American"
"3140","1","Hispanic/Latino/a"
"3141","1","White"
"3142","1","Hispanic/Latino/a"
"3143","1","Black/African American"
"3144","1","Black/African American"
"3145","1","White"
"3146","1","White"
"3147","1","Hispanic/Latino/a"
"3148","1","White"
"3149","1","White"
"3150","1","Middle Eastern or South Asian"
"3151","1","Black/African American"
"3152","1","Black/African American"
"3153","1","Black/African American"
"3154","1","White"
"3155","1","Black/African American"
"3156","1","White"
"3157","1","White"
"3158","1","White"
"3159","1","White"
"3160","1","Hispanic/Latino/a"
"3161","1","Black/African American"
"3161","2","Black/African American"
"3162","1","White"
"3163","1","Black/African American"
"3164","1","Black/African American"
"3164","2","Black/African American"
"3165","1","White"
"3166","1","Black/African American"
"3167","1","Hispanic/Latino/a"
"3168","1","Hispanic/Latino/a"
"3169","1","Hispanic/Latino/a"
"3170","1","Hispanic/Latino/a"
"3171","1","Asian"
"3172","1","Hispanic/Latino/a"
"3173","1","White"
"3174","1","Hispanic/Latino/a"
"3175","1","Hispanic/Latino/a"
"3176","1","Hispanic/Latino/a"
"3177","1","White"
"3178","1","White"
"3179","1","Asian"
"3180","1","Hispanic/Latino/a"
"3181","1","White"
"3182","1","Hispanic/Latino/a"
"3183","1","White"
"3184","1","White"
"3185","1","White"
"3186","1","Hispanic/Latino/a"
"3186","2","Hispanic/Latino/a"
"3187","1","White"
"3188","1","White"
"3189","1","White"
"3190","1","Hispanic/Latino/a"
"3191","1","Black/African American"
"3192","1","Black/African American"
"3193","1","Black/African American"
"3194","1","Hispanic/Latino/a"
"3195","1","Black/African American"
"3196","1","Asian"
"3197","1","Hispanic/Latino/a"
"3198","1","Hispanic/Latino/a"
"3199","1","Black/African American"
"3200","1","White"
"3201","1","White"
"3202","1","White"
"3203","1","White"
"3204","1","Black/African American"
"3204","2","Black/African American"
"3205","1","Black/African American"
"3206","1","Hispanic/Latino/a"
"3207","1","Pacific Islander"
"3208","1","Hispanic/Latino/a"
"3209","1","Asian"
"3210","1","White"
"3211","1","White"
"3212","1","White"
"3213","1","Hispanic/Latino/a"
"3214","1","White"
"3215","1","Asian"
"3216","1","White"
"3217","1","White"
"3218","1","Hispanic/Latino/a"
"3219","1","Hispanic/Latino/a"
"3220","1","Black/African American"
"3221","1","Hispanic/Latino/a"
"3222","1","White"
"3223","1","Asian"
"3224","1","Black/African American"
"3225","1","White"
"3226","1","White"
"3227","1","Hispanic/Latino/a"
"3228","1","White"
"3229","1","Hispanic/Latino/a"
"3230","1","Middle Eastern or South Asian"
"3231","1","Asian"
"3232","1","White"
"3232","2","White"
"3232","3","White"
"3233","1","White"
"3234","1","White"
"3235","1","White"
"3236","1","White"
"3237","1","White"
"3238","1","Hispanic/Latino/a"
"3239","1","White"
"3240","1","White"
"3241","1","White"
"3242","1","White"
"3243","1","White"
"3244","1","White"
"3245","1","Asian"
"3246","1","Asian"
"3247","1","Hispanic/Latino/a"
"3248","1","Hispanic/Latino/a"
"3249","1","White"
"3250","1","White"
"3251","1","Black/African American"
"3252","1","White"
"3253","1","White"
"3254","1","Hispanic/Latino/a"
"3255","1","White"
"3256","1","Hispanic/Latino/a"
"3256","2","Hispanic/Latino/a"
"3257","1","White"
"3258","1","Hispanic/Latino/a"
"3259","1","White"
"3260","1","White"
"3261","1","White"
"3262","1","White"
"3263","1","White"
"3264","1","Asian"
"3265","1","White"
"3266","1","White"
"3267","1","Hispanic/Latino/a"
"3268","1","Hispanic/Latino/a"
"3269","1","White"
"3270","1","White"
"3271","1","Black/African American"
"3272","1","White"
"3273","1","White"
"3274","1","Black/African American"
"3275","1","White"
"3276","1","White"
"3277","1","White"
"3278","1","White"
"3279","1","White"
"3280","1","White"
"3281","1","White"
"3282","1","Black/African American"
"3283","1","White"
"3284","1","White"
"3285","1","White"
"3286","1","White"
"3287","1","White"
"3288","1","White"
"3289","1","White"
"3290","1","White"
"3291","1","Middle Eastern or South Asian"
"3292","1","White"
"3293","1","White"
"3294","1","Hispanic/Latino/a"
"3295","1","Middle Eastern or South Asian"
"3296","1","White"
"3297","1","Hispanic/Latino/a"
"3298","1","Black/African American"
"3299","1","White"
"3300","1","White"
"3301","1","White"
"3302","1","White"
"3303","1","Hispanic/Latino/a"
"3304","1","White"
"3305","1","White"
"3306","1","Hispanic/Latino/a"
"3307","1","Hispanic/Latino/a"
"3308","1","White"
"3308","2","Black/African American"
"3309","1","Black/African American"
"3310","1","White"
"3311","1","White"
"3312","1","Hispanic/Latino/a"
"3313","1","White"
"3314","1","Asian"
"3315","1","Hispanic/Latino/a"
"3316","1","Hispanic/Latino/a"
"3317","1","Middle Eastern or South Asian"
"3317","2","White"
"3317","3","White"
"3318","1","Middle Eastern or South Asian"
"3319","1","White"
"3320","1","Hispanic/Latino/a"
"3320","2","Black/African American"
"3321","1","White"
"3322","1","White"
"3323","1","White"
"3324","1","Hispanic/Latino/a"
"3325","1","Hispanic/Latino/a"
"3326","1","White"
"3327","1","White"
"3328","1","Black/African American"
"3329","1","White"
"3330","1","White"
"3331","1","Hispanic/Latino/a"
"3332","1","Hispanic/Latino/a"
"3333","1","White"
"3334","1","Hispanic/Latino/a"
"3335","1","Hispanic/Latino/a"
"3336","1","Black/African American"
"3336","2","White"
"3337","1","Hispanic/Latino/a"
"3338","1","Middle Eastern or South Asian"
"3339","1","Black/African American"
"3340","1","White"
"3341","1","White"
"3342","1","White"
"3343","1","Asian"
"3344","1","White"
"3344","2","Black/African American"
"3344","3","White"
"3344","4","Black/African American"
"3345","1","Hispanic/Latino/a"
"3346","1","White"
"3347","1","Hispanic/Latino/a"
"3348","1","Asian"
"3349","1","White"
"3349","1","Black/African American"
"3350","1","White"
"3351","1","Asian"
"3352","1","White"
"3353","1","White"
"3354","1","White"
"3355","1","Hispanic/Latino/a"
"3356","1","Black/African American"
"3357","1","Hispanic/Latino/a"
"3358","1","Black/African American"
"3359","1","White"
"3360","1","Middle Eastern or South Asian"
"3361","1","Hispanic/Latino/a"
"3362","1","White"
"3363","1","Black/African American"
"3364","1","Black/African American"
"3365","1","White"
"3366","1","Black/African American"
"3366","2","Black/African American"
"3366","3","White"
"3367","1","Hispanic/Latino/a"
"3368","1","White"
"3369","1","Hispanic/Latino/a"
"3370","1","Hispanic/Latino/a"
"3371","1","Hispanic/Latino/a"
"3372","1","Hispanic/Latino/a"
"3372","1","White"
"3372","2","White"
"3373","1","Hispanic/Latino/a"
"3374","1","White"
"3375","1","Hispanic/Latino/a"
"3376","1","White"
"3377","1","White"
"3378","1","White"
"3379","1","Hispanic/Latino/a"
"3380","1","Black/African American"
"3381","1","Hispanic/Latino/a"
"3382","1","Asian"
"3383","1","Asian"
"3384","1","Black/African American"
"3385","1","White"
"3386","1","White"
"3387","1","White"
"3388","1","Hispanic/Latino/a"
"3389","1","White"
"3390","1","Black/African American"
"3390","2","Hispanic/Latino/a"
"3391","1","Black/African American"
"3392","1","Hispanic/Latino/a"
"3392","2","Hispanic/Latino/a"
"3393","1","Black/African American"
"3394","1","White"
"3395","1","White"
"3395","2","White"
"3395","3","Hispanic/Latino/a"
"3396","1","White"
"3397","1","Black/African American"
"3398","1","Black/African American"
"3399","1","Black/African American"
"3399","2","Black/African American"
"3399","3","Black/African American"
"3399","4","Black/African American"
"3400","1","Hispanic/Latino/a"
"3401","1","Black/African American"
"3401","1","White"
"3401","2","White"
"3402","1","Hispanic/Latino/a"
"3403","1","White"
"3404","1","White"
"3404","2","White"
"3405","1","White"
"3406","1","White"
"3407","1","Black/African American"
"3407","1","Hispanic/Latino/a"
"3408","1","Middle Eastern or South Asian"
"3409","1","Hispanic/Latino/a"
"3410","1","White"
"3411","1","White"
"3412","1","Hispanic/Latino/a"
"3413","1","Black/African American"
"3414","1","White"
"3414","2","White"
"3415","1","Black/African American"
"3416","1","Black/African American"
"3417","1","White"
"3418","1","Hispanic/Latino/a"
"3419","1","Black/African American"
"3419","1","White"
"3419","1","Native American"
"3419","1","Middle Eastern or South Asian"
"3419","1","Asian"
"3419","1","Hispanic/Latino/a"
"3419","1","Pacific Islander"
"3420","1","White"
"3421","1","Hispanic/Latino/a"
"3421","2","White"
"3421","3","White"
"3422","1","Black/African American"
"3422","2","White"
"3423","1","Black/African American"
"3424","1","Hispanic/Latino/a"
"3425","1","Hispanic/Latino/a"
"3426","1","Hispanic/Latino/a"
"3426","1","Black/African American"
"3427","1","White"
"3428","1","Black/African American"
"3429","1","Hispanic/Latino/a"
"3430","1","Hispanic/Latino/a"
"3430","2","Black/African American"
"3431","1","Middle Eastern or South Asian"
"3432","1","Hispanic/Latino/a"
"3433","1","Black/African American"
"3434","1","White"
"3435","1","White"
"3436","1","Black/African American"
"3437","1","Black/African American"
"3438","1","Asian"
"3439","1","Pacific Islander"
"3440","1","Black/African American"
"3441","1","White"
"3442","1","White"
"3443","1","Hispanic/Latino/a"
"3443","2","Hispanic/Latino/a"
"3444","1","White"
"3445","1","White"
"3446","1","Black/African American"
"3446","1","Hispanic/Latino/a"
"3446","1","Pacific Islander"
"3446","1","Asian"
